,movie,review
1143,damned_united,"  ""A solid retelling of the Clough Revie feud. Decent impersonations of both men.  ""one of the best movies i have seen in my life"
1144,adventureland,"  ""Such a 2010 type movie that has a certain type quirky charm  ""More drama then comedy. If you""re looking for laughs then don""t look here.  ""Very rewatchable, well-acted modern rom-com.   ""A funny and satisfying comedy about love."
1145,10011016-messenger," 5.7/10 — ""Mediocre""/""Passable""  ""Obviously not a happy tale, but a powerful one with some great performances. It does drag at times.  ""The simplicity of the story does not ruin the movie, if anything it enhances the acting and the dialogs."
1146,1203291-under_the_sea_3d,"  ""Jim Carey flees to the ocean to escape vaccination.  ""one of my favorite movies  ""Excellent documentary and best use of 3D yet."
1147,la_nana,"  ""Thoughtful look at the life of a maid who has spent 20 years devoting her life to her job. Chilean with subtitles.  ""Catalina Saavedra is brilliant as a lonely maid in a large household.  ""(***): [img]http://images.rottentomatoes.com/images/user/icons/icon14.gif[/img]\n\nA strangely entertaining film."
1148,every_little_step,"  ""Add a Review (Optional)  ""Every performer watch this."
1149,yoo_hoo_mrs_goldberg,"  ""one of the best documentaries this year. how many people remember watching every week?  ""With soap it""s loaded  ""it is unbelievable that the first TV sitcom had so many religious overtones for its time but was universally loved by all."
1150,of_time_and_the_city,"  ""Terence Davies speaks his mind over a Liverpool backdrop. Both time and city are featured heavily.  ""I""ve never seen Davies like this."
1151,in_search_of_beethoven,"  ""Beautifully executed and fascinating insights into the composer.  ""Illuminative did not need to be a hardcore musicologist to appreciate Beethoven’s life and achievements."
1152,harry_potter_and_the_half_blood_prince," Rating: 7/10. 73/100  ""The more I see it, the more I grow towards it.  ""the book was WAY WAY better  ""hint: snape kills dumbledore"
1153,il_divo,"  ""Il potere logora chi non ce l""ha.  ""Paolo Sorrentino já me deixando no clima para o Eco."
1154,everlasting_moments," A beautifully told story. Love, love, love!  ""It""s the best film of 2008."
1155,avatar," It felt like a lot happened, but was still entertaining enough.  ""Terrible film, Space Pocahontas  ""Magically transforms you into a world of creativity with an astoundingly good plot."
1156,500_days_of_summer,"  ""Fresh and original ."
1157,etz_limon,"  ""It""s not only a lemon tree garden, it""s a symbol of a pruned and not eradicated nation.  ""Exceptionally beautiful and haunting. Quiet, yet dramatic. Should not be missed.  ""Palestinians face these struggling all the time !\nbut it""s a not bad film"
1158,1207748-katyn,"  ""A powerful experience This war is a impactful movie that tells a shocking tragedy in history  ""Too restrained!  Disjointed narrative clumsily told!  ""The chilling reality is that this mass murdering continues world-wide. I fear that it could happen in my own country."
1159,1218217-single_man," 6.7/10 — ""Decent""\n\n-(Seen on 4/22/21)  ""Gorgeous film, worst ending ever."
1160,10009823-sin_nombre," Love the movies is aspiring and it shows that love is blind  ""buena película\n una historia real"
1161,1196003-princess_and_the_frog,"  ""You really get that louisiana vibes from this movie.  ""I love how the movie focuses on hard work but also teaches you that you need to talk care of yourself. Now the usual densely film."
1162,1213731-worlds_greatest_dad,"  ""By far, Robin Williams worst movie.  ""strange. dark. funny. dumb. entertaining.  ""Robin Williams is good. But the plot isn""t   ""Ok I get the beginning, but the end made really no sense.....why?"
1163,the_girl_with_the_dragon_tattoo_2009,"  ""Great performances, plot and solid cinematography. I like this version better than the american version.  ""It""s a great thriller"
1164,1193230-state_of_play,"  ""I was on the edge of my seat the entire time. Watch it.   ""This is a great movie I had never heard of. So many stars. All who make this movie.  ""Good investigative thriller. The reporters and the police are as efficient as the bad guys."
1165,bad_lieutenant_port_of_call_new_orleans,"  ""Nicolas Cage was very good, and had some good moments, but the story wasn""t making much sense and had slow pacing.  ""Nick Cage at his absolute worst"
1166,seraphine," Indubitably it""s all Yolande Moreau uplifting the film to the next level.  ""Fascinating biopic. Allowed me to discover the amazing work of an artist whom I did not know anything about.  ""(****): [img]http://images.rottentomatoes.com/images/user/icons/icon14.gif[/img]\r\n\r\nYolande Moreau is phenomenal here.  A great, well-acted film."
1167,white_ribbon," Una de las mejores pelìculas de Heneke.  ""Haneke""s masterpiece"
1168,1196077-cloudy_with_a_chance_of_meatballs,"  ""This movie was ok - not a gem, but ok.  ""Slapstick great, great humor moments and the animation okay. Not a bad film.  ""This movie is magnificent from start to finish"
1169,whip_it,"  but I know I can always come live vicariously through this movie.  ""Good cast. The film drags a little in the middle. Overall good.  ""Inspiring. Will make you want to go grab a pair of skates and hit the asphalt.  ""It just isn""t that funny or interesting to watch."
1170,1203732-me_and_orson_welles,"  ""Uncanny portrayal of the young Orson Welles. Oh, and Linklater is a genius.  ""Very enjoyable Richard Linklater film with a wonderful acting job by Christian McKay as Welles."
1171,i_love_you_man," A decent story with great performances. Some of the dialogues were extremely hilarious.  ""I think this movie is the perfect ‘bromance"" movie. It is both hilarious and heartfelt without being corny.  ""Slapping da bass mon!"
1172,paranormal_activity,"  ""My friend thought it was a real-life documentary until the third act. Brilliantly made film, especially considering the budget and effects.  his name is mispronounced throughout the movie as ""Mee-Kah  ""I can""t decide what describes this movie the best : boring or stupid ?  ""A movie that started a phenomenon this horror is worth watching for anyone who wants to get into the genre."
1173,mid_august_lunch," This one needs to be rediscovered.  ""Charming, funny, and humane. A delight.  ""A sweet and delicious comedy  ""Proves that a movie can have a simple premise but still be remarkable."
1174,1208128-tyson,"  ""Mike is and was a scary man!  ""Some highlights, but also a lot of mindless chatter "
1175,gran_torino,"  ""Such a simple story can make for a great movie! So intense!  ""Condescending white savior movie of the decade."
1176,1215792-amreeka,"  ""I enjoyed it, though nothing about it stand out to me.  ""national geographic entertainment presented us a movie that is very true to heart... \n\nAmreeka teaches us to be what we really are..."
1177,disneynature_earth_2009,"  ""Earth is an interesting film that you should not miss.  ""It""s cute, but kinda forgettable and worthless.  ""Different/A Bit Boring/Kinda Liked.  ""Fun, warm and wonderful!"
1178,1213684-big_fan," Wow a movie about a fat loser sports fanatic  ""This film was almost good.  ""Follows the view of a fanatic that we silently root for."
1179,la-danse----le-ballet-de-lopera-de-paris,"  ""seru liat nari2nya ja.  ""Superb documentary filmmaking."
1180,the_house_of_the_devil_2009,"  ""Just not good at all.  ""Boring, uninspired, and unoriginal."
1181,bright_star,"  ""This film was terrible."
1182,treeless_mountain," So heartfelt excellent acting loved this movie  y podrá no ser un viaje muy agradable, pero si inolvidable.  ""truly heartbreaking realism, priceless performance of the two sisters  ""absolutely loved it. the little girl who plays Jin is remarkable."
1183,michael_jackson_this_is_it,"  ""Michaul Jackson please come to brazil  ""Too much emotion, his legacy will lives on. "
1184,broken_embraces,"  ""F\n\n8.1\n\n[Pedro Almodóvar]  ""Another winner from Almodovar.  Pretty impressed with Penelope Cruz""s performance here too."
1185,1200661-informant," Boring Matt Damon movie.  ""This movie is funny and factual  ""Dense, efficient cinematography.\nEndearing, lighthearted voiceovers, delightful mischief, somewhat anticlimactic."
1186,pontypool,"  ""This was so much better than I expected. Creepy but not terrifying. Good story. Worth it.  ""Not good enough, even if it is only to pass time. It was boring and non-sense.  ""Una idea original pero la película es muy aburrida"
1187,september_issue,"  ""Great journey seeing creativity coming to commerce  ""Kind of sad. Anna Wintour sees how worthless her life is.  ""Anna and Grace are Vogue.\nVogue is Anna and Grace.\nGrace and Anna, or Anna and Grace."
1188,10010667-hangover,"  ""How can anyone not enjoy this?  ""One of the greatest comedy movies of all time."
1189,soul_power,"  ""An important musical time capsule.  ""Feel good movie of ever. I want to climb into the screen  ""(***): [img]http://images.rottentomatoes.com/images/user/icons/icon14.gif[/img]\n\nAn entertaining documentary with some good music performances."
1190,10011284-skin," Beautiful movie Great movie Great movie   ""A fascinating history but a predictable movie."
1191,bandslam," Great Original Soundtrack and dancing.  ""ticks all the right boxes, sentimental to a fault, all looking pretty but enjoyable  ""Its original, which is a rarity in the genre. Bandslam is a fun ride with a lot of charm."
1192,julie_and_julia," amy adams produces a great julie.  ""Delightful stories, beautifully intertwined.  ""Boring. Not sure why this movie was made."
1193,black_dynamite,"  ""Definitely the best spoof movie of our generation.  ""A few funny moments but ultimately it just wasnt really my thing  ""Perfect. Absolute perfection."
1194,invictus,"  ""Inspiring. I am captain of my soul, is to reasoning through my action and choices as Aristotle said.  ""it""s good, but nothing more"
1195,1213732-no_impact_man,"  ""(***): [img]http://images.rottentomatoes.com/images/user/icons/icon14.gif[/img]\n\nAn interesting documentary.  ""Está interesante pero no buenísimo jaja"
1196,10011949-collapse," good paranoid ranting thats making a lot of sense lately  ""Cautionary documentary owes much to the convictions of writer Ruppert.  ""This is heavy stuff."
1197,10011304-thirst,"  ""Something like a horror movie.  ""Quirky dark humor with wonderful art direction.  ""Well, I was never a fan of vampire movies, but if I want to recommend one vampire movie, this is the one!  ""Worthy entry into the vampire mythology.  I found the third act especially captivating."
1198,humpday," Unexpectedly engaging and moving exploration of friendship and sexuality.  ""Pretty interesting and daring film.  Lynn Shelton gets kudos.  ""Love the dialogue, love that the conversations seem raw and real, love the individual, off-beat characters."
1199,10010675-departures," A very artistic film that show us the importance of change and the balance between life and dead  ""lol it""s quirky & kind of funny. i""m not sure i would recommend it to anyone, but i did enjoy watching it.  ""Easily grasped but requires a firm chomp, careful you don""t bite on your tongue cause it softly hits hard.  ""By far best Japanese movie of all times. One of the few not fighting, but very sensitive japanese movies, brilliant!!  ""This movie blew me away. The director was able to represent such strong and deep emotions in a poetic form. Love it!"
1200,1217389-we_live_in_public,"  ""Ce qu""il faut pour vivre, de Benoit Pilon.  ""At once a biopic of an Internet pioneer and bizarre genius, with an overall theme of how our lives online are indeed, public.  ""I had no idea who Josh Harris was before seeing this, but now, strangely, I find myself in admiration for him.  This is quite a scary documentary, and it mirrors the society we are turning into very accurately.  ""There""s little more to this than a glorified reality show that really tells us nothing that we don""t already know."
1201,a_town_called_panic,"  ""Magnificent just a perfect movie verry funny and the story is verry good i love it  ""Gleefully nonsensical and hilariously unique, A Town Called Panic is fun for everyone.\nGrade: A-  ""Does it make sense? Its a foreign movie what do you expect? Is it awesome? I refer you to my remark earlier."
1202,it_might_get_loud,"  ""So enjoyable! I""ve watched this three times. It makes me pick up my guitar after each viewing.  ""It doesn""t get loud, but it does get interesting. Shame they couldn""t get Clapton too."
1203,where_the_wild_things_are,"  ""At least a couple of the songs are good. But since you can get those on Spotify, there aren""t a whole lot of other reasons to watch the movie.  ""A mess from start to finish. Marketed as a children""s film but not for children, unless you want to give them nightmares.  ""You need to infer a lot in order to really like this movie"
1204,the_road_2009,"  ""Awesome movie back in the days. The Survival  ""A decent family tale of survival.  ""Good story but its hard to watch.  Emotionally grueling to sit through."
1205,police_adjective,"  ""It""s very boring, they filmed everything."
1206,young_victoria,"  ""Victoria on Masterpiece is a much better program and a little more detailed.  ""Such a good movie if you love movies about royalty  ""Really enjoyed the story . Emily Blunt shines   ""Theme park history for the US \""market\"
1207,1212111-triangle,"  ""Lol so apparently I""m not taking a trip to Bermuda  ""Decent movie that plays with reality and time. Terrible special effects though."
1208,1212111-triangle,"  ""Lol so apparently I""m not taking a trip to Bermuda  ""Decent movie that plays with reality and time. Terrible special effects though."
1209,toy_story_3," They were holding hands!!!  ""This movie was really great"
1210,the-social-network,"  ""amazing, should def watch"
1211,how_to_train_your_dragon,"  ""This Movie Is Pure Nostalgia 10-10  ""What an amazing and clever thing!"
1212,true_grit_2010," Possibly the worst western ever made  ""I gasped watching this.  ""19.12.2020 ---------"
1213,the_kings_speech,"  """"""Golly gosh""  ""This movie never gets old, it""s one of the greats with never a dull moment."
1214,inside_job_2010,"  ""a movie that makes you think  ""It does an incredibly clear job of explaining just how we got into this mess  ""What a comprehensive documentary, easy to understand and interresting."
1215,waste-land,"  ""kinda boring and really weird  ""Great movie. Faith in humanity restored."
1216,last_train_home-2009,"  ""A masterful closer look into the consequences of China booming economy.  ""Very good and very interesting but incredibly depressing  ""Think twice before buying something made in China."
1217,1213205-prophet,"  ""Absolutely brilliant from start to finish.  ""Unexpectedly graphic"
1218,127_hours,"  ""It was pretty boring but it was definitely a great movie.  ""this movie was great and also frightening to go through since it happened  ""Good survival movie."
1219,marwencol,"  ""Fascinating documentary.  ""Interesting documentary.  ""Touching and mesmerizing!"
1220,the_town," The inspiration from Heat is taken by Affleck and the product is just as good as that masterful film  ""Please Ben Affleck go back to directing!  ""Submitted rating not having watched it super recently. Great movie tho"
1221,restrepo," Very interesting look inside what our service-members"" lives actually look like.  ""Tedious and ultimately disappointing documentary for me.  ""Absolutely phenomenal.  My words here will not do justice to the movie itself.  Go see it."
1222,madeo,"  ""The subtle whodunit will have you guessing until the very end.  ""TV, R2.11.13\n全体的に暗い、汚い、品がない（セリフも）描写も注意\nホラー的要素が強い\nラストに対しては誰も責めることができない感じ？警察の捜査もひどいが（あまり言葉が見つからない）"
1223,10012136-winters_bone,"  ""A great story that shows us another part of American culture.  ""It feels real. And it""s well done. IDK. It""s just real good.  ""great land-social portrait of US"
1224,exit_through_the_gift_shop,"  ""Fantastic street art documentary with incredible direction and a bizarre thrilling story.  authenticity, and the lack thereof. Pair this with Orson Welles\"" ""F for Fake"" for a fun double feature exploration of art and authenticity.  ""This was truly one of the most entertaining documentaries I have ever seen. I was dazzled at the world of street art, and all the politics that seem to come with it."
1225,10012141-kids_are_all_right,"  ""Not enough burritos...  ""Absolutely absorbing .  ""Strange but wonderful film"
1226,inception,"  ""Anyone who believes Leo is awake at the end of the film; you should not be reviewing movies.  ""Nolan""s best work to date. Inception is a beautiful work of art composed by only the very best.  ""Nolan is becoming one of my favorite directors of all time. This is a masterpiece."
1227,gasland,"  ""Grossly inaccurate and fear mongering.  ""5* because ot the thematic. Absolutely horryfying  ""Interesting, if worrying film."
1228,ajami,"  ""Slow beginning but it was ok over all."
1229,film_unfinished,"  ""Just terrible what happened. Hope lessons can be learned, Pure evil.  ""good doc An electrifying essay on film""s ability to falsify history."
1230,another_year_2010,"  ""An incoherent mess of uninteresting elements. More pretentious than interesting.  ""I binged the whole thing. There were times where it was shakey but overall I truly loved it.  ""M-F\n\n8.3\n\n[Mike Leigh]"
1231,the_fighter_2011,"  ""The Fighter slugs out two Oscar-winning performances and two more that ""coulda been somebody"" performances.  ""Great feel good movie with awesome ending!  ""One of my favorite boxing movies!"
1232,no_one_knows_about_persian_cats," Amazing movie - and heartbreakingly true to Iranians. The most maligned people in the world.  ""c est plus un documentaire qu""un film  ""Sad and funny; makes quite a statement.  ""A jarring ending undermines the message of the entire film."
1233,tangled,"  ""Complete garbage and trash  ""Have on DVD!!!!!!!!!"
1234,boxing_gym," Gripping and fly-on-the-wall and peaceful. Very much up my alley.  ""Reflective and trancelike. Brilliant."
1235,best_worst_movie,"  ""laughed so hard at this  ""I give this a 96/A+."
1236,let_me_in," Ok, so it isn""t as good as the original, but it is pretty damn close.  ""The character connections were really good between the two.  ""very good movie. the actors were outstanding.  ""A remake? So that""s why it felt so obvious, uninspired, and cliché."
1237,fish_tank,"  ""Arnold""s handheld social realism quite convincingly argues that this is what cameras were made for.  ""Very slow movie that never picked up"
1238,the_tillman_story," Masterful. A great example of never blindly accepting ANY explanation.   ""Awesomely done. Watched it several times. Great appreciation for him and must watch.  ""everyone should check this out this DVD. so sad..."
1239,black_swan_2010,"  ""So dark and twisted, there isn""t anything quite like this movie. Natalie Portman is astounding.  ""A few flaws aside, a disturbing look at obsession gone too far."
1240,10011295-samson_and_delilah,"  ""AACTA\nClassic Australian film  ""It""s like Groundhog day but without the message.  ""A confronting & beautifully shot love story"
1241,joan-rivers-a-piece-of-work,"  ""Joan owned a swanky phone."
1242,carlos_2010,"  ""A sprawling, visually ravishing, and comprehensive masterpiece.  ""Biographical adoptions of gathered evidence and stories about ""Carlos - the jackal  """"An epic Legend must honored even he is a terrorist""  ""A fascinating look inside the true story of a celebrity terrorist  ""engrossing and palatable even for those who hate subtitles."
1243,dogtooth,"  ""Great film ! Very relatable !  ""Save yourself from watching this terrible movie. This is your last chance to turn back."
1244,vincere,"  ""Incoherent start and zero dramatic tension.  ""I really enjoyed this documentary, and even more interpretations, very intense.  ""Great melodrama both politically and romantically!"
1245,the_illusionist-2009," Lovely style of animation and a really heartfelt story.  ""One of my favorites and it is so heart warming. Utterly beautiful"
1246,lourdes_2010,"  ""Man...religion is so weird. Beautiful movie though.  ""Excellent, moving film."
1247,waiting_for_superman," It will challenge you, and make you ask questions. Like any great documentary, it will start a conversation.  ""Explains well the faults in US education system.  ""I know it""s an American problem but with how closely Canada tries to emulate America, it""s only a matter of time before this begins to bleed into Canada."
1248,rabbit_hole,"  ""Enjoyable...worth the money. I""d watch it again.  ""This is a very, very sad movie but, so very well acted!"
1249,secret_in_their_eyes,"  ""04.10.2020 ---------  ""Touching, profound meditation on life, love and justice."
1250,lebanon-2010," I really loved ""Foxtrot  ""Zionist propaganda, why dont they document the rape and opression? What about when they got kicked out by hizbollah?  ""Claustrophobic war film is gripping and realistic."
1251,unstoppable-2010,"  ""Great film...washington and pine a great duo and a good story  ""I miss Tony Scott. Amazing filmmaker. RIP  ""Movie Rating:   8/10"
1252,rare_exports,"  ""Now this is a wholesome Christmas movie.  ""I can""t believe it took my a decade to see this. Thanks Shudder!"
1253,blue_valentine," WTF is the movie no longer NC-17-rated?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  ""I found the film very exaggerated  ""Solid film, great performances."
1254,the-secret-of-kells,"  ""Absolutely gorgeous gorgeous gorgeous animation, and a fascinating piece of Irish history.  ""Enchanting and a really original watch."
1255,alamar,"  ""Beautiful, gentle people. Wonderful life they live. How sad for the child to be taken from there to live in the ""real"" world.  ""Even though this is a very simple film I enjoyed it very much.  ""This is a very different kind of documentary from the ones I usually watch.\n\n It was very simple yet very ""warm"" and touching."
1256,cropsey,"  ""Decent, but a little slow.  ""Creepy, but interesting. A solid documentary that does what you want it to do.  ""Brilliantly made documentary."
1257,buried,"  ""Great performance and gripping story. Arguably one of the best claustrophobic movies.  ""Amazing performance from Ryan, though the ending could have been better.  ""Hmmmm...alot of fire in there that didn""t suck up any oxygen i see"
1258,untitled_eliot_spitzer_project," Great documentary about one of the great tragedies of our time.  Hubris derailed what could have been a progressive uprising in our country not seen since FDR.  ""Gripping documentary.   This guy pissed off alot of people and they came back for vengeance.  ""Uneven, uninspiring docudrama that should have been way more interesting than it was; failed to follow up on a host of interesting questions."
1259,winnebago_man," History Lesson for the UTube Generation  ""Hilarious and touching."
1260,my-dog-tulip,"  ""dreamy, just as magical as the book!  ""amazing animated documentary.  ""Lady and the Tramp, uncensored.  ""J.R. Ackerley""s bitter poetry"
1261,father_of_my_children,"  ""A quiet movie that tackles a very difficult subject with empathy and compassion.  It gives evidence to how men are defined by their work.  ""Sensitive look at the effect suicide has on one family.  ""I preferred the first half to the second half, because even though the after-effects of the central event are explored, they""re explored so sloooowly."
1262,0878835,"  ""Surprised and delighted."
1263,easy-a,"  """"Easy A"" is a funny teen flick with a charming female lead in Emma Stone  ""A smart mature and remarkably witty movie about the damage done by gossip and verbal bullying in a high school setting.  ""Cute, uneven high school comedy that made Emma Stone a star. Very reminiscent of “10 Things I Hate About You.”   ""6.7 Real, not terribly inventive. The conflict around belonging, acceptance and meaning were lightly treated. Could have been more, but still lively. CGreenSnyder  ""Easy A is a colourful, breezy comedy with some emotional heart too. It made for pleasant viewing."
1264,scott_pilgrims_vs_the_world,"  ""Lots of nerdy fun 🤩  ""Excellent cast! Fun!  ""bloody brilliant!!!!"
1265,los_ojos_de_julia,"  ""That""s just awesome"
1266,10012063-ghost_writer," This isn""t one from Polanski""s catalogue that excessively stands out like ‘Tess  ""Unpleasant boring  and with a deeply unsatisfying ending. The entire thing is by the numbers as far as I am concerned.  ""It""s far from perfect, but it has a tense narrative, an stylish direction and compelling performances.  ""Great plot and directing by Roman Polanski"
1267,get_low,"  ""I like Duval but I just couldn""t get through it. I really don""t get the draw and intrigue for this movie.  ""Different with great cast and heartwarming performances.  ""Get Low is no go. What a formulaic loser. Sappy pseudo Hallmark miss."
1268,terribly_happy," Very good performance.  ""Stylish but not altogether engaging.  ""Very low-key, yet at all times interesting. Some interesting twists."
1269,hubble_3d,"  ""Leo might win his Oscar now  ""Phenomenal imagery of our universe  ""if Leo is in it must be good"
1270,alle_anderen,"  ""Any thing can be made into a movie basically, but this was kind-of-blah.  Tolerable, but then the ending...WTF???  ""Gitti is nuts.  Take her out of the plot and the movie would be, well, even more boring.  ""Maren Ade did a remarkable job in her role(s) with this film  ""Grateful I no longer want to be ""like everyone else."""
1271,white_material,"  ""A great movie by Claire Denis with an inspired Isabelle Huppert  ""Female lead did fight really hard for what she wanted...  ""mezmerizing. hupert is superb. and some scenes.... are just hard to erase from memory."
1272,the_square," 6.3/10 — ""Okay""/""Decent""/""Watchable""\n\n-(Seen on 1/30/21)  ""very good robbery caper film.   ""Fantastic story and acting.  Loaded with twists and turns.  Watch it!"
1273,farewell,"  ""Fascinating largely-real-life episode, and a very well made film around it.  ""Great spy thriller if you don""t Mind reading subtitles.  ""I""m glad I saw this before bedtime, because it put me right to sleep."
1274,looking_for_eric,"  ""Watched this a few years ago great wee film!!!!!!  ""It had me until the gun showed up and then the whole film became TOO surreal."
1275,1214097-despicable_me," Beautiful film, really liked it.  ""minion battle fortnite battle royale"
1276,red_riding_trilogy,"  ""Generally overrated by the critics, this is a moody, uneven and sometimes confusing British noir.  ""Been Waiting Years To Watch This A Great 3 Part Movie...!  ""A Dense Atmospheric Thriller that creates a claustrophobic world built on various layers of crime...  ""Bleak, brutal, brilliant. When we get it right, there""s nothing better."
1277,four_lions,"  ""Boring in spots but it has a point to make and the performances are good.  ""Fantastic, as ever from Chris Morris.  ""it is proper comedy pack. You can sit and laugh till the end"
1278,art_of_the_steal," The filmmakers are only interested in exploring their own opinion, but the documentary is fascinating nonetheless.  ""Incredibly insightful movie about charities, trusts, and the art world ."
1279,harry_potter_and_the_deathly_hallows_part_1," Rating: 7/10. 78/100  ""Come on, this one was so much better than part 2  ""hint: voldemort kills snape"
1280,kisses2008,"  ""Simple plot, captivating story!  ""That was a really sweet one.  ""Puppy love, dysfunctional families, and Christmas night."
1281,north_face,"  ""Mountaineering drama at its best !!!  ""Once you start watching for first few minutes, I bet you would watch through it.  ""Excelente película, muy real y excelentemente ambientada!"
1282,i_am_love,"  ""It has its good moments but, overall, it""s quite uneven and not at all original.  ""Northern Italian aristocrats and their lifestyles of the rich and famous are the focus of this soap opera about an industrial family dynasty and the lives of its members.  ""The final minutes have some life in them, but it’s really rather boring, especially in comparison to the director’s subsequent 2 films.   ""Great acting by Tilda as usual. The dramatic staging at the end  is a bit over handed."
1283,city_island," Funny, comic relief, fast paced  ""the British chick was insufferable  ""Fun and clever. A movie for all people. Enjoy!"
1284,cyrus,"  ""Weird plot, but i enjoyed this romantic comedy, mostly the two leading actors."
1285,catfish,"  ""This movie is so god awful I had to fast forward to just find out the ending and walk away. So stupid. Who cares?  ""This film kept you guessing until the very end.  Try it."
1286,1217700-kick_ass,"  ""Could have used more nicolas cage  ""The greatest segment is the comic relief!!!!"
1287,other_guys,"  ""Twisted humour to love.  ""One of the funniest movies I have seen  ""Fun watch forgettable movie though"
1288,fair-game-2010,"  ""Powerful story. Great performances. Frustrating because it is true, but also completely engaging.  ""Hour and half of going no where. 30 minutes of something trying to come together. Zzzzz  ""Good movie, most American sheeps should see it, so they can learn how their Bush criminals were and still are. Why aren""t in jail already?"
1289,nowhere_boy,"  ""I LOVED this movie!!!"
1290,mademoiselle_chambon,"  ""Realistic, minimalistic romance that is both subtle and multilayered at the same time...  ""Muy interesante historia sobre el amor y la pasiÃ³n.\nSuper recomendable.  ""Enternecedora historia de amor..."
1291,made_in_dagenham,"  ""Pretty good movie starring sally Hawkins.  ""So in love with Sally Hawkins!  ""Very British story that America now needs to see. I enjoyed it and made my girlfriend watch it"
1292,mesrine_killer_instinct," Great start to a true story this thriller was pretty great and one of the better Gangster movies to come out in recently memory.  ""It begins with the murder of an Algerian, and it continues with the murder of another Algerian after that, it\""s is learned that ""an Arab in the garbage can be a waste, we can put 3 in there"". These are the heroes of France! But how can such a scandal not be prohibited?  ""This is one of those films that you will hate to love the protagonist. I thought Richet""s screenplay is tremendous. But everything happens so fast while you adore Cassel""s superb potrayal of Mesrine.  ""One of the finest gangster films to ever hit the big screen.  Cassel gives an electrifying performance."
1293,disappearance_of_alice_creed," Decent little kidnap thriller with a good ending, even if it is a little slow  and implausible.  ""So many twists and turns. So many hidden motives. Well done.  ""Simple, straightforward thriller: you can take it or leave it."
1294,vision_2010," Surprisingly progressive and regressive.  ""Interesting and stoic film.  ""very interesting and beautiful scenery"
1295,casino_jack_and_the_united_state_of_money," #Plundermonkeys INCORPORATED.  The Republicans are trying to get this type of CORRUPTION going again!!!  ""Despite its leanings and conclusions, this is informative and insightful.  ""Ever wonder how they build the factory that makes the sausages?"
1296,the_good_the_bad_the_weird,"  ""Excellent movie and best movie from any country that year. Must seel  ""This movie is hilarious and entertaining even when you have to read captions  ""Not the best korean movie. But enjoyable.  ""Let""s call it peculiar..."
1297,mesrine_public_enemy_1,"  ""Just as good as Part 1 Killer Instinct  ""The best film I""ve seen in a decade.  ""odlican film,i odlican Vincent!"
1298,cairo_time," Cairo for tourists. Full of topics and characters who do not listen each other, but it is watchable if you want some exotism.  ""Beautiful, shows the beauty of Cairo, has an exquisite plot.  ""Nothing much to take from this movie, it""s very boring."
1299,tiny_furniture-2009,"  ""Very well observed and put together, but just one laugh, and nothing likeable at all to reward you. Only for filmmakers.  ""Early Girls. Later Girls is better, but it""s fun to see the start of it all.  ""Something about Lena Dunham""s work is so honest and beautiful  ""Lena Denham looks pretty with long hair!"
1300,night_catches_us,"  ""A managed movie that""s well acted but would have been better if it were well told  which is the directors fault.  ""Good directorial debut from Hamilton and a good performance from Kerry Washington.  ""Diffuse story; evokes the Seventies well."
1301,disneynature_oceans,"  ""Oceans is one heck of a captivating and gorgeous film.  ""I fell asleep during this."
1302,iron_man_2," Solid, but doesn""t get to the level of the first one. It doesn""t get to the level of most mcu movies honestly.  ""Terrible. One of the worst movies of all time.  ""It""s a fun sequel movie."
1303,mother_and_child,"  ""Great pro-life movie! Adoption not abortion!!  ""Naomi Watts and Britt Robertson are wonderful.  This is a very involved and detailed movie. At 2 hours it is too long.  ""Intense and emotional for me......but probably too slow for others....."
1304,greenberg,"  ""Enjoyable dramatic role from Stiller.  ""It""s a portrayal of mental illness and how broken people can feel.  ""Pretentious. Try hardy. LA centric."
1305,countdown_to_zero,"  ""WOW, this was an eye opener.  ""Fast paced, gripping and all too persuasive.  ""Fascinating, eye opening and terrifying. A must see."
1306,1208173-splice,"  ""Canadian creature feature plays like a mashup of The Fly, Jurassic Park, and Brightburn. Favors unsettling setups to gore, which works.   ""Weirdly sexual and kinda Alabama vibes. Lots of plot holes  ""Genetic engineering gone way wrong. Splice had the ability to be a great sci-fi but ultimately underwhelmed for me."
1307,solitary_man,"  ""Disgustingly creepy.  ""No le encuentro lo interesante, aburrida"
1308,harry_potter_and_the_deathly_hallows_part_2_2011,"  ""Rating: 8/10. 82/100  ""Come onnnn this has to be the worst HP movie, or one of the two worst movies of HP.  ""spoiler: the hallows are voldemorts children"
1309,the_artist,"  ""An infectiously loving tribute to the defining films of cinema as we know it.  ""A good premise but to be so entertaining in such an unusual format only makes it more noteworthy.  ""Strong performances, exceptional direction"
1310,a_separation_2011,"  ""Perfection. There are few movies that we can truly call masterpieces and this is near the top of the list.  ""One of the true greats of our time.  ""An absolute masterpiece"
1311,moneyball," Slow pace, too dark to see, couldn""t see nothing  ""Awesome storytelling."
1312,the_muppets," We love the muppets and hope they continue these movies  ""The best Muppet movie of all time!  ""Glorious! A perfect movie! "
1313,poetry_2010,"  ""A really deep, cynical, depression story about life.  ""Best new discovery. An instant favorite. Powerful and sensitive. 10/10  ""As always, it bewitched me with inexplainable bitterness of drama"
